Company,recom,pros,cons,sector
Rogers,0,You are able learn new stuff everyday and new techniques to overcome hurdles.,"Politics, Management just worry about the numbers and not about the employees career growth. Benefits are even not given as they don’t have a proper eligibility policy when giving benefits",Telecom
Rogers,1,Great commission structure  uncapped Money making a,Management sometimes pushes a little too hard,Telecom
Rogers,1,"New technology, many talented people around you","Stressful environment, very competitive",Telecom
Rogers,NA,Comfortable work environment with good location.,Budgetary constraints made the job difficult,Telecom
Rogers,1,Good benefits and decent pay,Work load is heavy and demanding at times.,Telecom
Rogers,1,- decent company to work for with Good employee perks.,- company frequently downsizes. - internal politics make it difficult to get promoted. - Significant wage gaps,Telecom
Rogers,1,"Respectful managers, always ready to help.",More work life balance and activities,Telecom
Rogers,0,- excellent work environment  - Awesome office,- under staffed - not enough opportunities  - work culture,Telecom
Rogers,0,Good benefits and commission is decent,If your manager is bad you will have an awful time,Telecom
Rogers,0,Benefits from day one. Benefits Phone plan 50% discount Making friends for life.,"Ownership/management do not care for employees, only for themselves. Changes that never benefit employees. Heavy workloads as a result of layoffs.",Telecom
Rogers,1,"Sharespace, Flexible start times.  Great Accommodation.","People are tiptoeing, low morale and lack interdepartment collaboration",Telecom
Rogers,NA,"Exciting , supportive team , excellent tools and processes to support the sales",there are no cons as such,Telecom
Rogers,1,- Very Collaborative environment and overall Great experience,- Department that I Worked in was Very understaffed.,Telecom
Rogers,1,Great job while You’re in school. The commission can really add up depending on where you are.,Micromanage a lot can get annoying,Telecom
Rogers,1,"good pay in the west end cant complain,",cutbacks on employees break and bathroom time stop pretending,Telecom
Rogers,0,None. The company treats techs like dirt.,Too many to list. 1.Cannot get promoted 2. Bonus structure designed to never pay out 3. Abusive management 4. benifits constantly diminish  5. Expectation of 0 work life balance 6. Blatant time theft. 7. Union busting 8. collapsing buildings 9. Unethical business practices I could go on for a long time.,Telecom
Rogers,NA,- lots of training - commission for sales - discounts on services,- lots of training - overkill at times - commission for sales - They Really pressure you on hitting sales targets,Telecom
Rogers,0,Medical care  and cellular benefits,"Overworked, working on calls urgences shifts,  constant  chaos and managers don't care. Don't respect for personal life. Conclusion: micromanagement, favoritism, no work/life balance at ALL, no well paid for responsibilities.",Telecom
Rogers,NA,Good Pay. Good Benefits. Comfortable chairs.,Random Hours. Working Until Midnight.,Telecom
Rogers,0,"Good Location, well known brand in Canada","Bad Management, politics and just building stupid products like Ignite without understanding the market.",Telecom
Rogers,NA,"Great Team, Good Benefits,","Horrible Management, Consistent pressure and stress from management",Telecom
Rogers,1,I loved the environment.,Was not willing to stay with a company that had little opportunity for growth.,Telecom
Rogers,1,good management and work culture,"salary is not competitive, less growth",Telecom
Telus,NA,Work from home Great base pay Solid performance based bonus  Awesome benefits Great company culture Work life balance,Hard to get promoted because people at higher levels tend to stay.  But there are opportunities to work in other departments.,Telecom
Telus,NA,environment depends on location but generaly everyone is friendly,Expect to be pushed for sales. This is half door to door sales person and other half technician,Telecom
Telus,1,- Great benefits  - share options  - pension - lots of Opportunity for growth,Forever changing metrics and com changes,Telecom
Telus,1,Employee friendly  Good perks Work from home,Lack of defined processes which sometimes make a small task quite complicated to achieve,Telecom
Telus,1,Company trust everyone is competent and can do any job.,Not everyone is competent so we have useless people in management position.,Telecom
Telus,NA,"Laid back job if you know tech, and company is quite progressive.","pay could be higher, retailers tend to pay alot more",Telecom
Telus,1,"Fantastic Corporate Culture - great spirit of collaboration, team work and the customer being number 1 priority.","No Cons, fantastic company that I hope to be with for a long time to come.",Telecom
Telus,NA,Higher pay but I don't like the commission thing.,They should develop their promotional methods with the help of higher technologies.,Telecom
Telus,1,"Great salary, benefits, stock options, team","Customer call centers, speed of answer, systems improvement",Telecom
Telus,1,"Great managers at the CES Fairview pointe-claire location, flexible hours especially for a student, fun environment to work in and also you really get rewarded for what you work for (commission + bonuses + potential extra earnings and contests often arise). If you work well enough in store, many opportunities to climb up in the company, shadow other people etc.",Cellphone industry prices change at all times which can be a little unpredictable or frustrating. Customers can come in irate after spending long hours over the phones but can be managed. Sometimes miscommunication between customer service support team and in store reps.,Telecom
Telus,1,Large company. They focus on you advancing within the company,Sacrifice workers  to hit quarterly goals,Telecom
Telus,1,"Diversity in projects, autonomy in job, horizontal structure, progressive CSR initiatives","Lack of structure, departmentalized org. structure",Telecom
Telus,1,Allows worker to work from home,Tight deadlines and demanding work hours,Telecom
Telus,1,"Work-Life balance. Great Pay, great people, career advancement",Depending on the project you're in. Career advancement within the team can be slow.,Telecom
Telus,NA,Great work life balance there,If you’re not out of B.C. you’re on the outside,Telecom
Telus,1,"Pay was really good, raises often",Managers lack good people skills.,Telecom
Telus,1,"They consistently apply Corporate values. Best processes were created, very good technical environment. They actively promoted work from home culture well before other companies in Canada. They had awesome VPN connectivity. Office space became tighter and tighter so even more WFH started. Very good work life balance.",Data space was matured and changing. Management went too much towards agile,Telecom
Telus,1,People are great. Interesting industry,Worry about competitiveness in the long run against the other two big companies,Telecom
Telus,1,- flexible  - health is a priority  - ability to work at multiple locations  - training / career growth with the right leader  - Good culture - Diversity  - Good benefits package,- pay  - Diversity seems to decrease in some areas as you climb the Corporate ladder,Telecom
Telus,1,Freedom to create your own day. (In my area)  Good pay  Good benefits  Lots of perks,"You need to know when/how to say no   If you have a bad manager, it sucks.   You can get abused by customers if you are not clear about when your day starts and ends.  You need to understand when you are not safe. This job puts you in more scenarios then you can train for.",Telecom
Telus,1,Variety of career opportunities; stock plan,Cost cutting leads to constant change,Telecom
Telus,1,Great people to work with and work life balance is next to none. Career progression is good for mid to entry level types but ends there.,"Frequent cost cutting, industry has been moving away from customer first strategy with constant bad revenue generating ideas, and biggest one being is lower comp than other similar industries/positions.",Telecom
Telus,NA,"Fun, free, awesome, professional,  great work environment","Not paid enough, tougher work, constant change, expensive for consumer",Telecom
Telus,1,Well organized.  Room to grow within the company.,Some directors did not match the company brand and values.  Too many changes at times where work security was not always evident.,Telecom
Telus,1,"Work from home, work life balance, flexible hours, great culture, great coworkers","Compensation, frequent reorgs, frequent layoffs, bureaucratic",Telecom
Telus,NA,Great pay and health spending,"Unsupportive growth,  most thrive on your own.",Telecom
Telus,1,TELUS really cares for its customers. We strive hard to improve everytime. We always innovate and learn from our mistakes.,"As a business, it expect the best from it's employees. So, if you are not performing to expectations, you can be let go.",Telecom
Telus,1,"Very flexible working environment, can work from home sometimes",Big corporate company with much of a fun environment. big turn over.,Telecom
Telus,1,Excellent colleagues Fun exciting atmosphere They keep us engaged and make sure we enjoy working there. Magnificent benefits package.,Work/Life balance is a bit off Strange hours/schedule,Telecom
Telus,1,- pay - benefits - people,- stress work load,Telecom
Telus,1,A lot of opportunities to learn Minimal micromanagement  Work/Lifestyle balance Medical and work Benefits Good pension plan for employees,Salary is not adjusted to employee 's performance accordingly,Telecom
Telus,1,"Great work environment, constant opportunity to technically grow.",Rotating Schedules might affect your work-life balance.,Telecom
Telus,NA,Flexibility in working from home,Difficult to advance modern ways of approaching and solving problems.,Telecom
Telus,1,Very strong company culture and decent pay that can lead to a full career if you network and focus on your own development,Not much incentive on manager bonuses a strong full time rep can make almost the same.,Telecom
Telus,1,Flexible work conditions via workstyles,Too many tools to do similar tasks,Telecom
Telus,1,Good benefits and decent balance,Canadian focus limits broader global opportunities,Telecom
Telus,NA,Amazing working environment and amazing pay,Too much office politics. Late shifts,Telecom
Telus,1,"Excellent work environment, progressive ideals, TEAM atmosphere, working in the Telecommunications industry which I have always enjoyed.",Long hours and do not observe all stat holidays.,Telecom
Telus,1,"Great and easy to approach management, benefits, telus values, charity/volunteering, etc",Dealing with upset customers,Telecom
Telus,1,Best company to work for. Lots of benefits and great corporate culture,Some red tape around managing employee expectations,Telecom
Telus,1,The people on the digital team are amazing and there are some cool things you can work on.,"Added too much process, things move slowly, very political, a ton of turnover in the last couple of years, pays less than competitors.",Telecom
Telus,1,"Work Life Balance - decent considering fast pace environment. Ability to work from home as desired, within reason.",Culture shifting a bit to the negative.,Telecom
Telus,1,Great culture with opportunities to work with interesting people.,Legacy thinking and below average pay for workers in the city.,Telecom
Telus,1,Decent pay and really good benifits,Company does not care for the bottom man,Telecom
Telus,1,Open-minded with new ways of management. Getting more and more human.,"Can still get a bit too ""bureaucratic"" with the processes and all",Telecom
Telus,1,pay and work life balance flexible,no teamwork better communication with management,Telecom
Telus,1,"Corporate values align with many employees personal values Good company to start with and build foundation on Work life balance highly encouraged Good benefits, pay is ok","Recently a lot of shuffling organizationally Managers don't always fully communicate ideas and policies well enough to get messages through Pay increases are bit tough and need negotiating into performance bonuses but even then, its a challenge",Telecom
Telus,0,- Good pay + benefits - Good work culture,- unsupportive management - Stressful work environment at times,Telecom
Telus,1,The people and culture makes TELUS a great company to work for,"Woman are still overlooked for top management positions, promotions  Pay",Telecom
Telus,1,"Fantastic environment, flexible work styles",Lots of red tape and corporate processes,Telecom
Telus,0,"Leading edge company, high profile, strong workforce talent level evel","Very demanding, CONSTANT change, extremely fast paced, reactive decision making",Telecom
Telus,1,"good job security, met some great people, average pay, good benefits and stock matching program, good bonus","raises are very low, not a learning organization, moves slow due to large company governance",Telecom
Telus,1,"Good people for the most part, great benefits, flexible work from home at least 2 days a week. Work life balance is relatively reasonable for most ppl in Marketing.","CEO has grand inspiring vision that doesn't translate down to management team. Leadership much more focused on short term profits and is more reactionary than risk taking or leading. Little room for advancement once you're a manager. Low salary, does not compete w other telecoms.",Telecom
Telus,0,Flexible work arrangements generally provided for.,Toxic culture starting to permeate - many good people are leaving as focus turns to purely operational cost takeout versus growth initiatives.,Telecom
Telus,1,They give you the ability to choose your destiny at this company. I’ve started from customer service call centres and now I run an entire site. Leaders are encouraged promote career growth and are very supportive. If your complaining that they are not there is a good reason why they can’t be.,Depending on which part of the organization dictates your pay. You maybe working for marketing any your pay maybe one thing but then if you work in another and doing the same job.. your pay maybe another thing.,Telecom
Telus,0,Services are easy to sell Good brand Good work life balance,Sexist managment  No developmental opportunities  Pay is substandard compared to competition,Telecom
Telus,NA,"Diversity, Supportive, Appreciation, Respectful and best work style - work from home",The best company I ever worked for,Telecom
Telus,1,Work-life balance strong health and well being focus Work from home good benefits,"Cannot attract nor retain top talent, salary mediocre Middle Mgmt Poor ability to assess and take risks Complacent and non-innovative team members",Telecom
Telus,NA,"Work from home Some intelligent, caring leadership  Internet/TV/phone discounts",Keeps people with verified HR complaints in management positions.  Expects you to do the same level/amount of work as a higher position without the compensation. Dangles the idea of a promotion like a carrot and very rarely delivers,Telecom
Telus,0,Good people Can work from home,Lack of support among staff - your on your own Advancement is difficult Low market rates for technical professional - you need to be a director,Telecom
Telus,1,"Very relaxed work culture, not too pressured with targets","Lazy manager, very corporate when things did not go well",Telecom
Telus,1,Great opportunities to grow. Lots of support from colleagues. Good benefits.,"Can be a bit bureaucratic, but that goes with any large corporation.",Telecom
Telus,0,"Flexible schedule, stock option, freedom","Lack of training, no career advancement",Telecom
Telus,1,"1. Work from home 2. Interesting projects 3. If you are motivated, lots of different technologies to learn 4. Time off to write exams or take courses 5. Flexible hours 6. Decent benefits 7. If you are in the right group - exceptional coworkers who are willing to pitch in and help or share knowledge 8. Discount on services (yes this is a serious pro!) 9. Funding to write exams 10. Some travel depending on your position 11. Team events (yes this can be a good thing)","1. Project management - PMs are not qualified to make sandwiches at Subway.  This does not apply to all PMs, but most.  And I am sorry for insulting those who work at Subway.  They provide a valuable service.  Most PMs do not. 2. Back end processes are in shambles.  Implementing service now is not going to help.  Technology cannot replace incompetence no matter how much you want it. 3. Telus is very vertical, meaning departments do not communicate, very well or ever.  This limits career movement to who you know, not what you are capable of doing. 4. Performance management is as dumb as I have ever seen at any large company.  It is the amway scheme of limiting bonuses. 5. Long hours to bring projects to a close.  While this does not happen often, it is often enough to be annoying. 6. Limited resources, meaning you might have more projects than you are capable of handling. 7. Telus is a carrier which means they are inherently messed up.  ALL other carriers are exactly the same.  You have to know this going in and accept chaos will be a daily thing. 8. Outsourced functions create more work because those hired do not have the skills to perform their job.  You say telephone and they think tin can.  You will deal with a level of incompetence that is unparalleled.  This happens in all large companies who outsource and is not unique to Telus.",Telecom
Telus,1,"Great benefits, good work life balance, flexible work location",Parts of the organization can be very slow. Compensation in terms of base salary is below average,Telecom
Telus,1,Great culture.  Team work,Pay is average.  No pay raises.,Telecom
Telus,1,"Flexible schedule,great teammates and",Nothing wrong In the company,Telecom
Telus,1,Great work/life balance Opportunity to learn from various groups within telus,Compensation and increments are harder than other industry average.,Telecom
Telus,1,"Great culture, lots of opportunity for growth. Some team managers were agents for only a year or two before moving up.",Not much to eat around canada way for lunch so make sure you bring one or eat at the caf,Telecom
Telus,0,Academic theory for leadership is positive but...,Culture was insidiously toxic at senior levels,Telecom
Telus,1,- ability to work from home,- Lots of red tape to get things done - Upper management aren't always in tune with what's occurring,Telecom
Telus,NA,"Great flexibility and benefits, great culture",Lack of growth is difficult in not feeling stagnant,Telecom
Telus,1,Great Benefits and a great place for work life balance. CEO is inspirational. Upper leadership strong.,"Difficult to do meaningful or fast-paced changes in operations. Tend to value those that ""manage up"" and do mediocre work vs tangible results. Call center agents are over-glorified and spoiled",Telecom
Telus,1,Commitment to employee satisfaction and growth.,Bloated middle management creating inefficiencies,Telecom
Telus,1,Great Work-life balance and opportunity,Turn over rates too high and no little pathway for career development,Telecom
Telus,1,-  benefits  - pay - some of the employees were nice - had our own desks,"- hard to Meet stats - office politics  - once you are capped cannot make any More besides sales incentives  - hours, not consistent and have to work weekends/lots of Mid day and night shifts",Telecom
Telus,1,"Management provides a solid, first-class professional working environment. Union ensures boundaries around job structure, minimum guarantees. Would give 4.5 stars if half-stars were available.","Although input is very much encouraged, management is top-heavy. Lower-level managers are excellent managers, but demonstrate little courage, innovation, or leadership. Lateral mobility is excellent, but I've seen talent leave because hiring is not talent/skill based. An excellent career for stability and job security, but not for talent and growth.",Telecom
Telus,1,"TELUS Digital in Toronto has a very flat organization. The people you work with are brilliant and very nice, genuine people. it's very rare to have a culture like this.  Great work life balance and you get to work on projects that you are interested in and are impactful. no BS.","the digital floor is set up like a start-up environment, hence it's open space with everyone seated around large tables. Investment in nicer furnitures are to come next year.",Telecom
Telus,0,Employee discount on phone plan,Lower compensation compared to competitors Poor resourcing,Telecom
Telus,NA,"Flexible work environment, able to work from home. Strong benefits.","Large company, somewhat inaccessible outside of your own team",Telecom
Telus,0,"pay was great, vacation earned was great",there was always too much bureaucracy!,Telecom
Telus,0,"you get a phone, sometimes.",it is a crappy phone. No progression,Telecom
Telus,1,Great culture and work life balance,"Job security, mandate to reducing opex often results in letting team members go",Telecom
Telus,0,people are great and company is very flexible in terms of work from home.,no growth opportunities and even if you try the internal hiring process takes a million years. the company doesn't care how long you've worked for them and bonuses/salaries aren't high. Telecom is going under - avoid telus.,Telecom
Telus,1,Great Benefits  Awesome Bonus Program JoB Security Friendly atmosphere  Work from home,Micro-management  Hours of operation (Shift Timings) Impossible to take a day off or shift trade. People with long tenure with better shift times do not ever trade a shift. Managers ask for doctor’s note and don’t accept reason’s like having an exam or taking care of a family member acceptable to be granted a day off.,Telecom
Telus,NA,"Good Staff, Manageable Hours, Good deals",Not a lot of growth in company,Telecom
Telus,1,"Good company, benefits is all there, treated very well, good work-life enviroment which is the biggest thing",If looking to advance your career it is hard because you want you to be in a position for a while. Pay is okay,Telecom
Telus,1,"awesome culture, they take care of their employees, good innovation",really not on my opinion,Telecom
Telus,1,- work life balance - Good benefits,to advance into director role its more about who you know than what you've done and what you know,Telecom
Telus,1,Best salary and work life balance,There are no downsides so far,Telecom
Telus,1,"There are many great aspects to working here: work-life balance, generally nice people, good inclusion and diversity.","Business is getting too complex to adopt and execute, too much top-down leadership decisions without accounting for teams actually carry out, and the cutting and consolidating of a lot of middle management in this process means that there's less and less leadership support.",Telecom
Telus,1,Great opportunities to move to different areas of the company.,Could pay a little more.,Telecom
Telus,NA,Work from home or remotely,Difficult to advance to next level,Telecom
Telus,NA,Work from home most days.,Salaries could be improved on.,Telecom
Telus,1,love dealing with the public ensuring I've met the needs of each person  that has pit their trust in me to get them exactly what they were looking for at the hest price possible.  I love my co workers telus is about family ....,there are no cons that I can think about other then sometimes no matter  what  steps you take to make a customer happy you will never please,Telecom
Telus,1,"Pay is good, ample opportunity to work overtime, if desired.",Most job functions are completed in solitude. Work is completed mostly outside or in the back of a truck camper in any and all weather conditions. Jobs can require working underground in confined spaces.,Telecom
Telus,1,Can work from home. Opportunities to drive improvements.,Not great pay.  Not willing to update with market rate.,Telecom
Telus,1,It was fun and the team was great,Processes are confusing sometimes and systems aren’t updated to reflect tech,Telecom
Telus,1,Education Work locations Seniority rights Job Postings Union Nice Stock price,Some poor managers Mandatory overtime Only pays 1 1/2 time for your overtime hours anymore Lost a stat holiday with last contract  Union sold out to larger Union...less local control,Telecom
Telus,1,Friendly and flexible atmosphere.  Remote work.,Very fast paced.  Not a bad thing if you’re okay with that.,Telecom
Telus,1,"Excellent variety of work, strong management, amazing culture, little politics, benefits are great.",Pay is below industry and bonus is non-existent even if you score highly due to corporate multipliers that always score low despite stellar shareholder returns.  You simply must be a shareholder to reap the benefits of working at TELUS.,Telecom
Telus,NA,"work from home is pushed, many different departments available to move back and forth",shifting culture has had negative effect on engagement,Telecom
Telus,0,"Lots of flexibility, dedicated and very smart team running the business","Questionable investment in employees, lacking in employee retention, feelings of revolving door of employees",Telecom
Telus,NA,Delivery Oriented Approach and Environment,Abandon Processes and random decisions on technology adoption,Telecom
Telus,NA,Worstyles!  Most jobs allow you to work from home.  Good compensation.,A lot of restructuring and reorganizations can get annoying.,Telecom
Telus,0,good service discount and work life balance,salary is very low and much political,Telecom
Telus,1,Great place for career development and growth. Business diversity creates new opportunities,Still trying to assess to find cons,Telecom
Telus,NA,Everything is good and the best,Not sure if there are any,Telecom
Telus,1,Very flexible work-from-home team culture. Very family friendly Friendly people that are willing to help each other Works hard to do the right thing for customers Opportunity to learn a lot if you take the initiative Easy to be a top performer,"Leadership is stuck in old ways of doing business Innovation is lacking even though working level is eager and trying new things Typical corporate policies to slow down your progression Very cheap (no new devices or even nice parties for holidays) Little recognition for going above and beyond Lower than average salaries, parts of the bonus is paid in shares vested over 3 years Wireless and Wireline business units do not work together at all, in fact its adversarial at best.",Telecom
Telus,0,"Share plan, benefits and work from home option","Work load, competing priorities / objectives",Telecom
Telus,NA,Awesome job awesome people. Great company,No opportunities in sales in Montreal.,Telecom
Telus,NA,"Great health, benefits and dental plan. Company Share plan, pension plan. Work from home option after some time. Great starting wage for english only speaker. Performance bonus yearly.","Treated like a number, rotational schedules which impede on work life balance.  Management changing targets several times a year to accomodate more competitive targets without more compenstation to employees. Job title is too open so they end up adding more tasks to workload without restriction.",Telecom
Telus,1,"Company values are amazing and they actually do what they say they do when it comes to engagement, career growth, support from talented management, a culture recognition is encouraged. Work life balance is encouraged and mental wellbeing too.  You also get to work from home.",Roles can sometimes not be very clear and can get a bit overworked during some periods,Telecom
Telus,0,Large company with room for progression depending on the department you're in. Very supportive in diversity of people.,"Low pay  for a lot of single contributor roles. The pay is below market value as they utilize thier strong brand to compensate. A lot of politics and old complex legacy process and tools. Poor change management process, as with most large organizations. I have never experienced so many reorganizations in a span of 3 years (2-3 per year).",Telecom
Telus,1,"Work culture that values relationships and teamwork. Because its such a large company, many opportunities to try new roles/departments. People who work there are awesome. After 10 years of working there only had one bad manager, majority are great.","After layoffs (between 2014-2017) and tightening of purse strings employees/managers really felt the squeeze. Same amount of work, less people  high stress . TELUS  could do better at creating a culture that values and promotes feedback to benefit the individual and team -- peer to peer and top-down.",Telecom
Telus,1,- friendly and accepting culture - extremely flexible workplace - Good pay,"- Promotion Can come slowly, despite performance",Telecom
Telus,1,"Work at home/mobile Perks for cell, internet, TV, etc.",Compensation and salary is pretty static once you stay in the same position,Telecom
Telus,1,"People are great, great work life balance","Stress, constant pressure, Anonymous isn't really anonymous",Telecom
Telus,1,"Flexible hours, Amazing culture, Amazing people","Complex processes, busy times, salary",Telecom
Telus,NA,good but career growth less,"good, the working environment was amazing",Telecom
Telus,1,Flexible hours and great managers,"None, very good work place",Telecom
Telus,NA,TELUS provides  pretty good benefit.,Telecommute to save cost.  Bad for health.,Telecom
Telus,NA,"Good environment, and great workers",Low salary vs other similar companies,Telecom
Telus,1,Great benefits and discounts for employees,None I can think of yet,Telecom
Telus,1,Friendly and diverse place to work.,The compensation could be better,Telecom
Telus,1,"Friendly Environment, kind supervisors, great pay!","None at all, except for no free coffee.",Telecom
Telus,NA,"decent pay, work life balance","office politics, nepotism, micromanagers, poor coaching",Telecom
Telus,NA,"Work-life balance was great, laid back","Lack of challenges, management enjoyed politics more than working",Telecom
Telus,1,"environment,salary,benefits,management and competition,sales,events and education","Work life balance,hours,communications and workload",Telecom
Telus,1,Higher performers are rewarded Lots of opportunity for growth within BC HQ'd company,Work / Life balance can be skewed at times based on workload,Telecom
Telus,NA,good people to work with,"pay is low, should be riased",Telecom
Telus,1,"great benefits, friendly coworkers, above-average pay, many recognition and awards programs",the schedule is not the best,Telecom
Telus,1,"Flexible work environment, lots of opportunities to move around","Salary is 50th Percentile, performance review is not too clear, culture is too competivie",Telecom
Telus,1,People are okay and pay is hood,Sucks the soul out of you,Telecom
Telus,1,Amazing company to work for. Love the team culture and the amazing technology.,Commission could be better. Sometimes there were bonuses here and there.,Telecom
Telus,NA,"Good culture overall in the company, work from home facility",Less salary compared to other companies,Telecom
Telus,1,"Work from home, great work/life balance",The salary  is very salary,Telecom
Telus,1,-Focus on team building and collaboration -,istently changing market with new challengesConsTop-down communication lacks from time to time to keep everyone updated,Telecom
Telus,1,"Very good job for someone with just a highschool education. Hours of operation are good, and there are good benefits as well.","Job can be stressful and more demanding than it needs to be at times. Shifts can be random if you are part time, some weeks you will get more hours than others as well as different shift times.",Telecom
Telus,1,Flexible time and learning opportunity,lots of stress and fast pace environment,Telecom
Telus,1,"Flexible workstyle, travel, work perks (devices)",Some processes can be challenging to work through,Telecom
Telus,NA,good people to work with,don't like working in a union,Telecom
Telus,0,"Pension, working from home, vacation",poor change management. Company directions seems to be misguided at times.,Telecom
Telus,NA,employees are allowed to work at home in certain occasions,lots of conference calls on daily basis,Telecom
Telus,NA,"Mature business processes, strict governance in project management, a good school to learn best practices",Salaries significantly below market for similar role,Telecom
Telus,1,Mobile working style. Very good work life balance.,"Old technology, less career opportunity",Telecom
Telus,NA,Great to move around the organization in many different capacities,Large corporation means inevitable red tape that takes persistence to push through,Telecom
Telus,1,Hyper aggressive growth culture Lots of opportunities,Leadership culture has become very poor Lack of focus on talent with priorities always on top line Disconnect that human resources are the driving force for growth Organizational strategy is focused on cost cutting rather than forging a path for growth,Telecom
Telus,NA,good package work from home non down town location,"too many restriction, hard to get promotion, basically no raise",Telecom
Telus,1,People are great and pay is good,Hours can be challenging with a family,Telecom
Telus,1,Great team spirit overall. Fun work environment and different opportunities available.,Salaries are below the national median for equal positions elsewhere.,Telecom
Telus,1,Lots of opportunity to grow and develop. Big marketing department,"Despite being a relatively flat organization, the company moves slowly and has lack of process",Telecom
Telus,NA,Great work culture and very fast paced,I could not identify any flaws,Telecom
Telus,NA,"Opportunity for growth, creative environment, support from leadership, flexibility and work life balance","Cost pressures, high workload, politics",Telecom
Telus,1,-Great training -Opportunity for Additional projects -Supportive team -opportunities for advancement,-pay below average for similar Roles,Telecom
Telus,1,Fair pay and great coworkers,Management has poor communication and lacks support.,Telecom
Telus,1,"Cellphones , Technology , social networking , good structure",time of respond from corp.,Telecom
Telus,1,great environment to work in,long hours at some times,Telecom
Telus,0,Good work-life balance Reasonable benefits package,"Too much politics, too little competence Employees are first in line when management wants to save money, which is all the time",Telecom
Telus,1,"Well payed job, not too many employees in each store so you're close to your colleagues.","High management isn't listening at all at your concerns, since it's a corporate job, there are so many flaws in the way things are managed and if you have any ideas on how to improve something, you can keep them to yourself because it is useless to say them (no one listens). Telus needs so many employees that part-time workers are working a lot, which is a pro and a con since you get paid around 22$/h with commission, but employees are tired, exhausted",Telecom
Telus,1,Diverse.  Supportive.  Recognizes the importance of investing in their people.  Lots of opportunity for growth.,"Nothing detrimental.  Sometimes, there are people in positions of authority that shouldn't be there, but that can be said for any organization.",Telecom
Telus,1,work-life balance; fellow team members,low salary but good overall compensation,Telecom
Telus,NA,"Immense opportunities for career development, networking, skill building. Great health benefits program and EAP Ability to work in positions across Canada","Your pay is not compared to the people you support, I manage call center reps who make more than I do per hour as they are unionized. Manager pay is based off of comparable positions in the same city. Raises seem to be a myth, 4 years of above average performance and I have yet to see a raise of any sort.",Telecom
Telus,NA,Telus has a good life/work balance and provides fantastic benefits,Call centre hours require some evening and weekend shifts,Telecom
Telus,NA,"Work from home 2+ days/week Good culture Good benefits Charity contribution matching, paid volunteer time","Big company, hard to advance",Telecom
Telus,NA,Decent pay scale for managers,Terrible pay for everyone else,Telecom
Telus,1,Friendly environment.  Work from home.,Preach innovation but don't back it up.  Salary.  Slow workflow/processes.,Telecom
Telus,0,Great work life balance  Some opportunities to work from home Pay was pretty good,-You're only a number -You could be a key person one day and the next laid off and your job /position has been sent overseas.  -They don't care about keeping jobs/ positions within Canada only interested in their own pockets.  -More and more local  employees are getting laid off daily to be find out their  positions will be taken over by overseas employees .. paid at a much lower rate.,Telecom
Telus,1,Workstyles - support flexible remote work arrangements. Lots of opportunity to give back to the community.,"Pay is below standard. Lots of ""streamlining"" of workforce has led to work overload and gaps in knowledge.",Telecom
Telus,1,Great learning opportunities and inclusive culture,"In terms of career development, there was little guidance and support",Telecom
Telus,NA,"Workstyles (flexible working locations, including working from home), discounts on services, highly engaged team, strong culture of teamwork and recognition, intelligent and ambitious colleagues","Low salary, limited opportunities outside key centres (Vancouver, Toronto)",Telecom
Telus,1,Great company in terms of core values and allows opportunities for growth,None that I can think of,Telecom
Telus,NA,Ability to work from home any day and managers who allow you to leave for appointments any time and trust that work will be completed,"Have to navigate through a lot of red tape due to the hierarchy of the organization. Projects can take months to get out the door because have to align with multiple stakeholders. 70% of the time is spent in meetings and coffee chats, leaving very little time to do the actual work",Telecom
Telus,1,easy to grow in the company.,"flexibility. hours , food , management",Telecom
Telus,1,Good salary and good benefits.,Being consistently under pressure about customers survey results.,Telecom
Telus,1,Amazing civic responsibility - truly a giving company.  Mission and managers make the place great to work for.,Very large org - easy to get lost in if you don't make a name for yourself.,Telecom
Telus,1,Good working culture Great leadership Amazing Sales  Managers that support their teams  Great work life balance  Feel valued,Not enough Sales Engineers,Telecom
Telus,1,"Company has a great culture, friendly coworkers, great benefits.",Availability can be tricky sometimes.,Telecom
Telus,NA,Work life Balance and Benefits,Pay doesn't go up very often,Telecom
Telus,1,"People are great, and the culture is good.",Salary is low For the job,Telecom
Telus,1,Engaging Staff Customer First Mentality Great benefits Great Learning Opportunities,Very competitive environment. Sometimes there is favouritism within groups.,Telecom
Telus,0,Good people to work with,Low pay no growth opportunity,Telecom
Telus,1,"- Huge opportunities for growth: transfers to busier stores, promotions to management, career changes within the company, etc. - The pay structure is stable yet rewarding due to various sources of income (wage, commission, plus monthly performance bonus). - TELUS focuses strongly on community involvement, encouraging staff to volunteer and offering donation money based on hours volunteered. - Good work/life balance - Positive work environment in MOST stores. - Generally upper management effectively communicates with front-line staff, and there is always a department you can reach for support on any issue. - Good benefits/RRSP/Shares plans to support you for life.",- Internal computer system is dreadfully slow.  - Promotions/offers can be overly complicated and website is convoluted. - Pay does not compare to dealerships. - Lower end pay for a sales job (competitive for the industry).,Telecom
Telus,1,"Management really cares about their team members Excellent benefits ( vision, extended, MSP, life, pension, stock) Good annual bonus Decent pay + optional OT shifts Relaxed work environment + dress code Good career advancement for the right people (Telecom, IT consulting, TELUS Health, Corporate, Telus Digital, etc.) Excellent work-life balance ( Vacation, Banked holidays, Personal Days off)  Friendly and knowledgable co-workers",Not a lot of corporate events outside of work.,Telecom
